"name","fieldID","dayTill","Imaging-Date"
"Home","1008","17","2015-06-14"
"KTNW & KTNE","636","17","2015-06-14"
"North Field","579","17","2015-06-14"
"Lowden","601","17","2015-06-14"
"2091-BAILEY","363","17","2015-06-14"
"Frank's","657","17","2015-06-14"
"Stevenson corn 2015","990","17","2015-06-14"
"Barber","1004","17","2015-06-14"
"Chubbies","996","18","2015-06-15"
"Pithan East","999","18","2015-06-15"
"Curtis","605","18","2015-06-15"
"Hofer","607","18","2015-06-15"
"Banowetz South","602","18","2015-06-15"
"Doyle","603","18","2015-06-15"
"Larry Jr. Farm","632","18","2015-06-15"
"W-150","597","19","2015-06-16"
"Joice","640","19","2015-06-16"
"Westcott/Rebuhn","586","19","2015-06-16"
"Betty's","625","19","2015-06-16"
"Robert Grossman","628","19","2015-06-16"
"Larry Jr. corn 2015","1010","19","2015-06-16"
"Humboldt Farm","354","20","2015-06-17"
"Hoover/Wagner North","584","20","2015-06-17"
"Peterson","585","20","2015-06-17"
"Boehnke Split","621","20","2015-06-17"
"Trail Farm","622","20","2015-06-17"
"Grell Farm","627","20","2015-06-17"
"Lone Tree 9","587","20","2015-06-17"
"PH3","670","21","2015-06-18"
"Home Place","338","21","2015-06-18"
"The 80","339","21","2015-06-18"
"Oyers","340","21","2015-06-18"
"Kennings","341","21","2015-06-18"
"Gary's","342","21","2015-06-18"
"Jones","343","21","2015-06-18"
"Eigsti's","345","21","2015-06-18"
"Michelle's","346","21","2015-06-18"
"Topliff Farm","347","21","2015-06-18"
"North of Dredge","348","21","2015-06-18"
"South of Dredge","349","21","2015-06-18"
"Bowen's","350","21","2015-06-18"
"Sally's","351","21","2015-06-18"
"Bill's Home","352","21","2015-06-18"
"Horace's","353","21","2015-06-18"
"Home W Farm","629","21","2015-06-18"
"Arvids N 80","630","21","2015-06-18"
"Stricker 80 Split","631","21","2015-06-18"
"Kings","344","22","2015-06-19"
"Pitts 5","582","22","2015-06-19"
"Pitts 5","583","22","2015-06-19"
"Hartje NE","588","22","2015-06-19"
"Hartje NW","589","22","2015-06-19"
"Hartje West","590","22","2015-06-19"
"Peitzke Farm","624","22","2015-06-19"
"Home Farm Split","626","22","2015-06-19"
"Curt Hudson Farms - East Farm","879","22","2015-06-19"
"Dad's","1006","23","2015-06-20"
"Packwood corn 2015","993","23","2015-06-20"
"Carl McKinney","1629","23","2015-06-20"
"Mente","638","23","2015-06-20"
"Hazen","1005","23","2015-06-20"
"Tucker beans 2015","987","24","2015-06-21"
"County Home","1003","24","2015-06-21"
"Homer","1628","24","2015-06-21"
"SW8","1635","24","2015-06-21"
"Precision Ag - Innovation","320","24","2015-06-21"
"Agronomy - SW3","323","24","2015-06-21"
"Agronomy SW4N","573","24","2015-06-21"
"Agronomy - NE7","578","24","2015-06-21"
"Mud Creek beans 2015","985","24","2015-06-21"
"Agronomy - SW1","322","25","2015-06-22"
"Agronomy - SW5","576","25","2015-06-22"
"Across from Bins","569","25","2015-06-22"
"Across Road from Bins","570","25","2015-06-22"
"County Poor Farm","623","25","2015-06-22"
"South River Farms","907","26","2015-06-23"
"Chris North 1/4","910","26","2015-06-23"
"Walfreds","939","26","2015-06-23"
"Cosh North","957","26","2015-06-23"
"Reuters Middle","961","26","2015-06-23"
"Cosh South","967","26","2015-06-23"
"PH 2","669","26","2015-06-23"
"Packwood beans 2015","994","26","2015-06-23"
"Faust Red Barn - South Field","876","26","2015-06-23"
"Stevenson beans 2015","989","27","2015-06-24"
"Wilkon","649","27","2015-06-24"
"Bee-Hive","554","27","2015-06-24"
"Olsens","914","28","2015-06-25"
"Home","606","28","2015-06-25"
"40","995","28","2015-06-25"
"Walshire","647","28","2015-06-25"
"Larry Jr. beans 2015","1009","28","2015-06-25"
"Edgeley Pivots","531","28","2015-06-25"
"Carrington Pivots 2","552","29","2015-06-26"
"Carrington Pivots 1","568","29","2015-06-26"
"Carrington Pivots 4","542","30","2015-06-27"
"Agronomy - SW4","321","31","2015-06-28"
