"name","fieldID","dayTill","Imaging-Date"
"Trail Farm","622","10","2015-06-04"
"Liza1","902","10","2015-06-04"
"Home Place","338","11","2015-06-05"
"The 80","339","11","2015-06-05"
"Kennings","341","11","2015-06-05"
"Home W Farm","629","11","2015-06-05"
"Arvids N 80","630","11","2015-06-05"
"Stricker 80 Split","631","11","2015-06-05"
"Kings","344","12","2015-06-06"
"PH3","670","12","2015-06-06"
"Hartje NE","588","12","2015-06-06"
"Hartje NW","589","12","2015-06-06"
"Hartje West","590","12","2015-06-06"
"Peitzke Farm","624","12","2015-06-06"
"Home Farm Split","626","12","2015-06-06"
"Precision Ag - Innovation","320","13","2015-06-07"
"Agronomy - SW3","323","13","2015-06-07"
"Agronomy SW4N","573","13","2015-06-07"
"Dad's","1006","14","2015-06-08"
"Mente","638","14","2015-06-08"
"Agronomy - SW1","322","14","2015-06-08"
"Agronomy - NE7","578","14","2015-06-08"
"Across from Bins","569","14","2015-06-08"
"Across Road from Bins","570","14","2015-06-08"
"Packwood corn 2015","993","15","2015-06-09"
"Spider Ag Cover Crop/Quick Roots Trial","332","15","2015-06-09"
"Wheat Farm 2","895","15","2015-06-09"
"Hazen","1005","15","2015-06-09"
"Agronomy - SW5","576","15","2015-06-09"
"Tucker beans 2015","987","15","2015-06-09"
"County Home","1003","16","2015-06-10"
"County Poor Farm","623","16","2015-06-10"
"Mud Creek beans 2015","985","16","2015-06-10"
"South River Farms","907","16","2015-06-10"
"Chris North 1/4","910","16","2015-06-10"
"Walfreds","939","16","2015-06-10"
"Cosh North","957","16","2015-06-10"
"Reuters Middle","961","16","2015-06-10"
"Cosh South","967","16","2015-06-10"
"Carl McKinney","1629","17","2015-06-11"
"Homer","1628","17","2015-06-11"
"Noelle TEST1","905","17","2015-06-11"
"SW8","1635","18","2015-06-12"
"K-State East","330","18","2015-06-12"
"PH 2","669","18","2015-06-12"
"Olsens","914","18","2015-06-12"
"Packwood beans 2015","994","19","2015-06-13"
"40","995","20","2015-06-14"
"Wilkon","649","20","2015-06-14"
"Larry Jr. beans 2015","1009","20","2015-06-14"
"Home","606","20","2015-06-14"
"Wheat Field 1","894","21","2015-06-15"
"Agronomy - SW4","321","23","2015-06-17"
"Test Field 3","904","23","2015-06-17"
