"name","fieldID","dayTill","Imaging-Date"
"Home","1008","41","2015-07-08"
"Lowden","601","41","2015-07-08"
"2091-BAILEY","363","41","2015-07-08"
"Curtis","605","41","2015-07-08"
"Frank's","657","41","2015-07-08"
"Barber","1004","41","2015-07-08"
"W-150","597","42","2015-07-09"
"Pithan East","999","42","2015-07-09"
"Hofer","607","42","2015-07-09"
"Banowetz South","602","42","2015-07-09"
"Doyle","603","42","2015-07-09"
"Betty's","625","42","2015-07-09"
"Robert Grossman","628","42","2015-07-09"
"Larry Jr. Farm","632","42","2015-07-09"
"Joice","640","43","2015-07-10"
"Westcott/Rebuhn","586","43","2015-07-10"
"Larry Jr. corn 2015","1010","43","2015-07-10"
"Homer","1628","44","2015-07-11"
"Carl McKinney","1629","44","2015-07-11"
"SW8","1635","44","2015-07-11"
"Humboldt Farm","354","44","2015-07-11"
"Peterson","585","44","2015-07-11"
"Grell Farm","627","44","2015-07-11"
"Lone Tree 9","587","44","2015-07-11"
"PH3","670","45","2015-07-12"
"Home Place","338","45","2015-07-12"
"The 80","339","45","2015-07-12"
"Oyers","340","45","2015-07-12"
"Kennings","341","45","2015-07-12"
"Gary's","342","45","2015-07-12"
"Jones","343","45","2015-07-12"
"Eigsti's","345","45","2015-07-12"
"Michelle's","346","45","2015-07-12"
"Topliff Farm","347","45","2015-07-12"
"North of Dredge","348","45","2015-07-12"
"South of Dredge","349","45","2015-07-12"
"Bowen's","350","45","2015-07-12"
"Sally's","351","45","2015-07-12"
"Bill's Home","352","45","2015-07-12"
"Horace's","353","45","2015-07-12"
"Hoover/Wagner North","584","45","2015-07-12"
"Boehnke Split","621","45","2015-07-12"
"Trail Farm","622","45","2015-07-12"
"Curt Hudson Farms - East Farm","879","45","2015-07-12"
"Packwood corn 2015","993","46","2015-07-13"
"Mente","638","46","2015-07-13"
"Kings","344","46","2015-07-13"
"Pitts 5","582","46","2015-07-13"
"Pitts 5","583","46","2015-07-13"
"Hartje NE","588","46","2015-07-13"
"Hartje NW","589","46","2015-07-13"
"Hartje West","590","46","2015-07-13"
"Hazen","1005","46","2015-07-13"
"Home Farm Split","626","46","2015-07-13"
"Home W Farm","629","46","2015-07-13"
"Arvids N 80","630","46","2015-07-13"
"Stricker 80 Split","631","46","2015-07-13"
"Tucker beans 2015","987","47","2015-07-14"
"Dad's","1006","47","2015-07-14"
"Mud Creek beans 2015","985","47","2015-07-14"
"Peitzke Farm","624","47","2015-07-14"
"County Home","1003","48","2015-07-15"
"Packwood beans 2015","994","49","2015-07-16"
"Precision Ag - Innovation","320","49","2015-07-16"
"Faust Red Barn - South Field","876","49","2015-07-16"
"PH 2","669","50","2015-07-17"
"Home","606","50","2015-07-17"
"40","995","50","2015-07-17"
"Agronomy - SW1","322","50","2015-07-17"
"Agronomy - SW3","323","50","2015-07-17"
"Agronomy SW4N","573","50","2015-07-17"
"Agronomy - SW5","576","50","2015-07-17"
"Agronomy - NE7","578","50","2015-07-17"
"Stevenson beans 2015","989","50","2015-07-17"
"Wilkon","649","50","2015-07-17"
"Across from Bins","569","50","2015-07-17"
"Across Road from Bins","570","50","2015-07-17"
"County Poor Farm","623","50","2015-07-17"
"Walshire","647","51","2015-07-18"
"Larry Jr. beans 2015","1009","51","2015-07-18"
"South River Farms","907","52","2015-07-19"
"Chris North 1/4","910","52","2015-07-19"
"Walfreds","939","52","2015-07-19"
"Cosh North","957","52","2015-07-19"
"Reuters Middle","961","52","2015-07-19"
"Cosh South","967","52","2015-07-19"
"Bee-Hive","554","52","2015-07-19"
"Olsens","914","53","2015-07-20"
"Edgeley Pivots","531","53","2015-07-20"
"Agronomy - SW4","321","55","2015-07-22"
"Carrington Pivots 4","542","56","2015-07-23"
"Carrington Pivots 2","552","56","2015-07-23"
"Carrington Pivots 1","568","56","2015-07-23"
