"name","fieldID","dayTill","Imaging-Date"
"House","327","36","2015-06-30"
"Boehnke Split","621","36","2015-06-30"
"Grell Farm","627","36","2015-06-30"
"Janesville-WI","223","37","2015-07-01"
"Vincent-IA","234","37","2015-07-01"
"Plainview","259","37","2015-07-01"
"Corn Field 1","676","37","2015-07-01"
"Corn Field 1","897","37","2015-07-01"
"Creston-IA","279","37","2015-07-01"
"Home Place","338","37","2015-07-01"
"The 80","339","37","2015-07-01"
"Kennings","341","37","2015-07-01"
"Osco-IL","288","37","2015-07-01"
"Trail Farm","622","37","2015-07-01"
"Carl McKinney","1629","38","2015-07-02"
"SW8","1635","38","2015-07-02"
"Packwood corn 2015","993","38","2015-07-02"
"K-State East","330","38","2015-07-02"
"Truman-MN","268","38","2015-07-02"
"Kings","344","38","2015-07-02"
"Homer","1628","38","2015-07-02"
"Hazen","1005","38","2015-07-02"
"PH3","670","38","2015-07-02"
"Hartje NE","588","38","2015-07-02"
"Hartje NW","589","38","2015-07-02"
"Hartje West","590","38","2015-07-02"
"Dad's","1006","38","2015-07-02"
"Mente","638","38","2015-07-02"
"Peitzke Farm","624","38","2015-07-02"
"Home Farm Split","626","38","2015-07-02"
"Home W Farm","629","38","2015-07-02"
"Arvids N 80","630","38","2015-07-02"
"Stricker 80 Split","631","38","2015-07-02"
"Elgin-MN","261","39","2015-07-03"
"Sanborn-MN","262","39","2015-07-03"
"North Platte-NE","220","39","2015-07-03"
"Mud Creek beans 2015","985","39","2015-07-03"
"Tucker beans 2015","987","39","2015-07-03"
"Hayfield-MN","265","40","2015-07-04"
"Henderson-MN","263","40","2015-07-04"
"Lafayette-IN","301","40","2015-07-04"
"County Home","1003","40","2015-07-04"
"Packwood beans 2015","994","41","2015-07-05"
"Danube-MN","264","41","2015-07-05"
"Noelle TEST1","905","41","2015-07-05"
"Pocahontas-IA","237","41","2015-07-05"
"Liza1","902","41","2015-07-05"
"40","995","42","2015-07-06"
"Manchester-IA","280","42","2015-07-06"
"PH 2","669","42","2015-07-06"
"Britt-IA","236","42","2015-07-06"
"Wilkon","649","42","2015-07-06"
"Precision Ag - Innovation","320","42","2015-07-06"
"Agronomy - SW3","323","42","2015-07-06"
"Agronomy SW4N","573","42","2015-07-06"
"Across from Bins","569","42","2015-07-06"
"Across Road from Bins","570","42","2015-07-06"
"County Poor Farm","623","42","2015-07-06"
"Home","606","42","2015-07-06"
"Santiago-MN","270","43","2015-07-07"
"BeaverDam-WI","225","43","2015-07-07"
"CharlesCity-IA","275","43","2015-07-07"
"Wheat Farm 2","895","43","2015-07-07"
"Larry Jr. beans 2015","1009","43","2015-07-07"
"Pierre-SD","317","43","2015-07-07"
"Faulkton-SD","312","43","2015-07-07"
"Agronomy - SW1","322","43","2015-07-07"
"Agronomy - SW5","576","43","2015-07-07"
"Agronomy - NE7","578","43","2015-07-07"
"BrownsValley-MN","244","43","2015-07-07"
"TroyGrove-IL","291","43","2015-07-07"
"Menomonie-WI","221","44","2015-07-08"
"FergusFalls-MN","247","44","2015-07-08"
"Holloway-MN","269","44","2015-07-08"
"DeKalb-IL","292","44","2015-07-08"
"South River Farms","907","44","2015-07-08"
"Chris North 1/4","910","44","2015-07-08"
"Walfreds","939","44","2015-07-08"
"Cosh North","957","44","2015-07-08"
"Reuters Middle","961","44","2015-07-08"
"Cosh South","967","44","2015-07-08"
"Almena-WI","222","45","2015-07-09"
"Ainsworth-NE","257","45","2015-07-09"
"Westport-MN","260","45","2015-07-09"
"Olsens","914","45","2015-07-09"
"Wheat Field 1","894","46","2015-07-10"
"Watertown-SD","231","46","2015-07-10"
"Belgrade-MN","267","46","2015-07-10"
"Ulen-MN","245","46","2015-07-10"
"Strasburg-ND","315","47","2015-07-11"
"Agronomy - SW4","321","48","2015-07-12"
"Test Field 3","904","49","2015-07-13"
