"name","fieldID","dayTill","Imaging-Date"
"Home","634","45","2015-07-09"
"Waco-NE","251","45","2015-07-09"
"Richland-IA","277","45","2015-07-09"
"Graves","664","45","2015-07-09"
"3218-BAUM","438","45","2015-07-09"
"Leroy/Hamann","658","45","2015-07-09"
"2092-BAILEY WEST","388","45","2015-07-09"
"3208-STOOKEY","395","45","2015-07-09"
"3250-BAILEY HOME","396","45","2015-07-09"
"3249-POLK WEBSTER","479","45","2015-07-09"
"Allen's","654","46","2015-07-10"
"Home","655","46","2015-07-10"
"Dorchester-NE","255","46","2015-07-10"
"Home","608","46","2015-07-10"
"N-120","611","46","2015-07-10"
"Home","612","46","2015-07-10"
"Hoke","648","46","2015-07-10"
"Blue Grass","645","46","2015-07-10"
"Irwins","662","47","2015-07-11"
"Home","604","47","2015-07-11"
"Schmalz","598","47","2015-07-11"
"Rock","1001","47","2015-07-11"
"Oaks","663","47","2015-07-11"
"Demotte-IN","300","47","2015-07-11"
"Lee","998","47","2015-07-11"
"Block","600","47","2015-07-11"
"N-80","620","47","2015-07-11"
"Gordon","633","47","2015-07-11"
"Swedsbung","666","47","2015-07-11"
"Stanwood-IA","281","47","2015-07-11"
"North Field","579","48","2015-07-12"
"South Corn","580","48","2015-07-12"
"Home/Jansen","615","48","2015-07-12"
"Jason Spain","1000","48","2015-07-12"
"Jansen","668","48","2015-07-12"
"Frye","617","48","2015-07-12"
"Lee's South","656","48","2015-07-12"
"Emery","609","48","2015-07-12"
"Reeds","610","48","2015-07-12"
"Elvira","650","48","2015-07-12"
"SiouxCenter-IA","233","48","2015-07-12"
"George's","619","48","2015-07-12"
"KTNW & KTNE","636","48","2015-07-12"
"Pella-IA","278","48","2015-07-12"
"Home","618","48","2015-07-12"
"Wisconsin","616","48","2015-07-12"
"Bachus","641","48","2015-07-12"
"Meyer","646","48","2015-07-12"
"Tucker corn 2015","988","48","2015-07-12"
"Lowden","601","49","2015-07-13"
"Aurora","256","49","2015-07-13"
"Baustian","613","49","2015-07-13"
"Blencoe-IA","229","49","2015-07-13"
"Chubbies","996","49","2015-07-13"
"Home","997","49","2015-07-13"
"Dads","1002","49","2015-07-13"
"Curtis","605","49","2015-07-13"
"Frank's","657","49","2015-07-13"
"Barber","1004","49","2015-07-13"
"Home","1008","49","2015-07-13"
"Stevenson corn 2015","990","49","2015-07-13"
"2091-BAILEY","363","49","2015-07-13"
"2131-BURBRINK","365","49","2015-07-13"
"2132-ROWLAND","491","49","2015-07-13"
"Holdrege-NE","219","50","2015-07-14"
"NorthBend","258","50","2015-07-14"
"Peterson","585","50","2015-07-14"
"Banowetz South","602","50","2015-07-14"
"Doyle","603","50","2015-07-14"
"Hofer","607","50","2015-07-14"
"Pithan East","999","50","2015-07-14"
"Lone Tree 9","587","50","2015-07-14"
"Westcott/Rebuhn","586","50","2015-07-14"
"Spider Ag Cover Crop/Quick Roots Trial","332","51","2015-07-15"
"Albion","253","51","2015-07-15"
"Betty's","625","51","2015-07-15"
"Robert Grossman","628","51","2015-07-15"
"W-150","597","51","2015-07-15"
"Joice","640","51","2015-07-15"
"Larry Jr. Farm","632","51","2015-07-15"
"Hoover/Wagner North","584","51","2015-07-15"
"Mitchell-SD","232","52","2015-07-16"
"Wakefield","249","52","2015-07-16"
"Larry Jr. corn 2015","1010","52","2015-07-16"
"Pitts 5","582","52","2015-07-16"
"Pitts 5","583","52","2015-07-16"
"Worthington-MN","230","53","2015-07-17"
"Carl McKinney","1629","53","2015-07-17"
"SW8","1635","53","2015-07-17"
"Humboldt Farm","354","53","2015-07-17"
"Apple Field 1","679","53","2015-07-17"
"Apple Field 2","680","53","2015-07-17"
"Plainview","259","53","2015-07-17"
"Homer","1628","53","2015-07-17"
"Creston-IA","279","53","2015-07-17"
"Arcadia-IA","274","53","2015-07-17"
"Platteville-WI","224","53","2015-07-17"
"Osco-IL","288","53","2015-07-17"
"Grell Farm","627","53","2015-07-17"
"Janesville-WI","223","54","2015-07-18"
"Packwood corn 2015","993","54","2015-07-18"
"K-State East","330","54","2015-07-18"
"Vincent-IA","234","54","2015-07-18"
"Kings","344","54","2015-07-18"
"Hazen","1005","54","2015-07-18"
"Home Place","338","54","2015-07-18"
"The 80","339","54","2015-07-18"
"Kennings","341","54","2015-07-18"
"Hartje NE","588","54","2015-07-18"
"Hartje NW","589","54","2015-07-18"
"Hartje West","590","54","2015-07-18"
"Dad's","1006","54","2015-07-18"
"Mente","638","54","2015-07-18"
"House","327","54","2015-07-18"
"Boehnke Split","621","54","2015-07-18"
"Trail Farm","622","54","2015-07-18"
"Truman-MN","268","55","2015-07-19"
"Corn Field 1","676","55","2015-07-19"
"Corn Field 1","897","55","2015-07-19"
"North Platte-NE","220","55","2015-07-19"
"PH3","670","55","2015-07-19"
"County Home","1003","55","2015-07-19"
"Peitzke Farm","624","55","2015-07-19"
"Home Farm Split","626","55","2015-07-19"
"Home W Farm","629","55","2015-07-19"
"Arvids N 80","630","55","2015-07-19"
"Stricker 80 Split","631","55","2015-07-19"
"Mud Creek beans 2015","985","55","2015-07-19"
"Tucker beans 2015","987","55","2015-07-19"
"Elgin-MN","261","56","2015-07-20"
"Sanborn-MN","262","56","2015-07-20"
"Lafayette-IN","301","56","2015-07-20"
"Hayfield-MN","265","57","2015-07-21"
"Packwood beans 2015","994","57","2015-07-21"
"Henderson-MN","263","57","2015-07-21"
"Noelle TEST1","905","57","2015-07-21"
"Pocahontas-IA","237","57","2015-07-21"
"40","995","58","2015-07-22"
"Danube-MN","264","58","2015-07-22"
"Manchester-IA","280","58","2015-07-22"
"Wilkon","649","58","2015-07-22"
"County Poor Farm","623","58","2015-07-22"
"Home","606","58","2015-07-22"
"Liza1","902","58","2015-07-22"
"BeaverDam-WI","225","59","2015-07-23"
"CharlesCity-IA","275","59","2015-07-23"
"PH 2","669","59","2015-07-23"
"Britt-IA","236","59","2015-07-23"
"Larry Jr. beans 2015","1009","59","2015-07-23"
"Pierre-SD","317","59","2015-07-23"
"Precision Ag - Innovation","320","59","2015-07-23"
"Agronomy - SW3","323","59","2015-07-23"
"Agronomy SW4N","573","59","2015-07-23"
"Agronomy - NE7","578","59","2015-07-23"
"TroyGrove-IL","291","59","2015-07-23"
"Across from Bins","569","59","2015-07-23"
"Across Road from Bins","570","59","2015-07-23"
"Faulkton-SD","312","60","2015-07-24"
"Agronomy - SW1","322","60","2015-07-24"
"Agronomy - SW5","576","60","2015-07-24"
"Santiago-MN","270","61","2015-07-25"
"Menomonie-WI","221","61","2015-07-25"
"Wheat Farm 2","895","61","2015-07-25"
"Ainsworth-NE","257","61","2015-07-25"
"BrownsValley-MN","244","61","2015-07-25"
"DeKalb-IL","292","61","2015-07-25"
"FergusFalls-MN","247","62","2015-07-26"
"Holloway-MN","269","62","2015-07-26"
"South River Farms","907","62","2015-07-26"
"Chris North 1/4","910","62","2015-07-26"
"Walfreds","939","62","2015-07-26"
"Cosh North","957","62","2015-07-26"
"Reuters Middle","961","62","2015-07-26"
"Cosh South","967","62","2015-07-26"
"Westport-MN","260","63","2015-07-27"
"Olsens","914","63","2015-07-27"
"Almena-WI","222","64","2015-07-28"
"Wheat Field 1","894","64","2015-07-28"
"Watertown-SD","231","64","2015-07-28"
"Belgrade-MN","267","64","2015-07-28"
"Strasburg-ND","315","65","2015-07-29"
"Ulen-MN","245","65","2015-07-29"
"Agronomy - SW4","321","66","2015-07-30"
"Test Field 3","904","68","2015-08-01"
